TRAVEL_ID,TRAVELER_ID,TRAVEL_RANGE,TRAVEL_MISSION_1,TRAVEL_MISSION_2,TRAVEL_MISSION_3,TRAVEL_MISSION_4,TRAVEL_MISSION_5,TRAVEL_MISSION_6,TRAVEL_MISSION_7,TRAVEL_MISSION_8,TRAVEL_MISSION_9,TRAVEL_MISSION_10,TRAVEL_MISSION_11,TRAVEL_MISSION_12,TRAVEL_MISSION_13,TRAVEL_MISSION_14,TRAVEL_MISSION_15,TRAVEL_MISSION_16,TRAVEL_MISSION_17,TRAVEL_MISSION_18,TRAVEL_MISSION_19,TRAVEL_MISSION_20,TRAVEL_MISSION_21
d_d002857,d002857,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a005250,a005250,2박 3일,교육/체험 프로그램 참가,드라마 촬영지 방문,역사 유적지 방문,지역 문화예술/공연/전시시설 관람,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c000059,c000059,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002490,d002490,5박 6일,"테마파크, 놀이시설, 동/식물원 방문","야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d007377,d007377,2박 3일,"테마파크, 놀이시설, 동/식물원 방문",호캉스 여행,신규 여행지 발굴,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003231,d003231,1박 2일,SNS 인생샷 여행,신규 여행지 발굴,친환경 여행(플로깅 여행),지역 축제/이벤트 참가,교육/체험 프로그램 참가,쇼핑,쇼핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d010281,d010281,4박 5일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",친환경 여행(플로깅 여행),유흥/오락(나이트라이프),지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004592,d004592,2박 3일,Well-ness 여행,친환경 여행(플로깅 여행),역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a001773,a001773,2박 3일,쇼핑,SNS 인생샷 여행,호캉스 여행,시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009099,d009099,4박 5일,SNS 인생샷 여행,유흥/오락(나이트라이프),드라마 촬영지 방문,쇼핑,인플루언서 따라하기 여행,신규 여행지 발굴,등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003592,d003592,3박 4일,유흥/오락(나이트라이프),종교/성지 순례,온천/스파,Well-ness 여행,SNS 인생샷 여행,인플루언서 따라하기 여행,신규 여행지 발굴,친환경 여행(플로깅 여행),등반 여행,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,지역 문화예술/공연/전시시설 관람,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing
d_d002283,d002283,8박 9일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d010197,d010197,3박 4일,SNS 인생샷 여행,호캉스 여행,등반 여행,"테마파크, 놀이시설, 동/식물원 방문",쇼핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000501,d000501,2박 3일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006393,d006393,5박 6일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012416,d012416,1박 2일,등반 여행,Well-ness 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002118,d002118,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,호캉스 여행,역사 유적지 방문,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000152,d000152,4박 5일,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004075,d004075,4박 5일,"테마파크, 놀이시설, 동/식물원 방문","야외 스포츠, 레포츠 활동",역사 유적지 방문,호캉스 여행,신규 여행지 발굴,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003136,d003136,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문","야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,교육/체험 프로그램 참가,Well-ness 여행,호캉스 여행,SNS 인생샷 여행,신규 여행지 발굴,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000595,d000595,5박 6일,"테마파크, 놀이시설, 동/식물원 방문",인플루언서 따라하기 여행,등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000689,d000689,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b004935,b004935,2박 3일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,인플루언서 따라하기 여행,시티투어,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c001169,c001169,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,인플루언서 따라하기 여행,역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009367,d009367,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",호캉스 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012388,d012388,1박 2일,Well-ness 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001981,d001981,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",신규 여행지 발굴,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000326,d000326,6박 7일,"테마파크, 놀이시설, 동/식물원 방문",호캉스 여행,시티투어,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001326,d001326,2박 3일,등반 여행,역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004451,d004451,3박 4일,온천/스파,Well-ness 여행,SNS 인생샷 여행,"야외 스포츠, 레포츠 활동",유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003393,d003393,4박 5일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003088,d003088,2박 3일,쇼핑,드라마 촬영지 방문,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003031,d003031,1박 2일,SNS 인생샷 여행,등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004609,d004609,4박 5일,드라마 촬영지 방문,SNS 인생샷 여행,역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000431,d000431,3박 4일,쇼핑,호캉스 여행,신규 여행지 발굴,시티투어,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d011350,d011350,2박 3일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",시티투어,지역 문화예술/공연/전시시설 관람,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b006476,b006476,1박 2일,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,신규 여행지 발굴,역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003096,d003096,5박 6일,Well-ness 여행,SNS 인생샷 여행,신규 여행지 발굴,친환경 여행(플로깅 여행),등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004838,d004838,5박 6일,역사 유적지 방문,Well-ness 여행,신규 여행지 발굴,인플루언서 따라하기 여행,신규 여행지 발굴,등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002345,d002345,4박 5일,온천/스파,"테마파크, 놀이시설, 동/식물원 방문",신규 여행지 발굴,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004222,d004222,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a001193,a001193,3박 4일,드라마 촬영지 방문,신규 여행지 발굴,역사 유적지 방문,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001682,d001682,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c003081,c003081,3박 4일,호캉스 여행,"야외 스포츠, 레포츠 활동",캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a000095,a000095,2박 3일,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006734,d006734,3박 4일,쇼핑,시티투어,지역 문화예술/공연/전시시설 관람,유흥/오락(나이트라이프),지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001272,d001272,4박 5일,쇼핑,Well-ness 여행,SNS 인생샷 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a006450,a006450,1박 2일,역사 유적지 방문,시티투어,지역 문화예술/공연/전시시설 관람,SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001613,d001613,3박 4일,Well-ness 여행,SNS 인생샷 여행,호캉스 여행,친환경 여행(플로깅 여행),등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006214,d006214,3박 4일,신규 여행지 발굴,캠핑,SNS 인생샷 여행,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001048,d001048,3박 4일,신규 여행지 발굴,친환경 여행(플로깅 여행),캠핑,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c002074,c002074,2박 3일,SNS 인생샷 여행,호캉스 여행,친환경 여행(플로깅 여행),역사 유적지 방문,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003851,d003851,3박 4일,온천/스파,교육/체험 프로그램 참가,"테마파크, 놀이시설, 동/식물원 방문",호캉스 여행,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a001966,a001966,2박 3일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,등반 여행,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012371,d012371,1박 2일,쇼핑,역사 유적지 방문,시티투어,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a002540,a002540,3박 4일,Well-ness 여행,SNS 인생샷 여행,캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012374,d012374,1박 2일,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a003278,a003278,2박 3일,온천/스파,SNS 인생샷 여행,캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a015309,a015309,3박 4일,역사 유적지 방문,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000022,d000022,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002096,d002096,5박 6일,Well-ness 여행,SNS 인생샷 여행,등반 여행,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012321,d012321,1박 2일,교육/체험 프로그램 참가,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d007570,d007570,3박 4일,호캉스 여행,신규 여행지 발굴,시티투어,"야외 스포츠, 레포츠 활동",유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006729,d006729,5박 6일,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,SNS 인생샷 여행,인플루언서 따라하기 여행,친환경 여행(플로깅 여행),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012442,d012442,1박 2일,시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000630,d000630,4박 5일,Well-ness 여행,SNS 인생샷 여행,호캉스 여행,반려동물 동반 여행,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001909,d001909,6박 7일,드라마 촬영지 방문,SNS 인생샷 여행,인플루언서 따라하기 여행,등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009248,d009248,3박 4일,Well-ness 여행,SNS 인생샷 여행,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a000769,a000769,3박 4일,종교/성지 순례,등반 여행,역사 유적지 방문,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003563,d003563,3박 4일,쇼핑,역사 유적지 방문,시티투어,"테마파크, 놀이시설, 동/식물원 방문",지역 문화예술/공연/전시시설 관람,"야외 스포츠, 레포츠 활동",유흥/오락(나이트라이프),지역 축제/이벤트 참가,캠핑,온천/스파,교육/체험 프로그램 참가,Well-ness 여행,드라마 촬영지 방문,종교/성지 순례,호캉스 여행,인플루언서 따라하기 여행,등반 여행,친환경 여행(플로깅 여행),반려동물 동반 여행,신규 여행지 발굴,SNS 인생샷 여행
c_c000890,c000890,3박 4일,인플루언서 따라하기 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a000353,a000353,3박 4일,온천/스파,"테마파크, 놀이시설, 동/식물원 방문",호캉스 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012367,d012367,1박 2일,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b004490,b004490,2박 3일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a002621,a002621,1박 2일,드라마 촬영지 방문,Well-ness 여행,SNS 인생샷 여행,역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b000313,b000313,2박 3일,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002663,d002663,2박 3일,호캉스 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c001124,c001124,2박 3일,종교/성지 순례,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,"야외 스포츠, 레포츠 활동",캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000856,d000856,3박 4일,Well-ness 여행,SNS 인생샷 여행,호캉스 여행,신규 여행지 발굴,친환경 여행(플로깅 여행),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c000873,c000873,3박 4일,SNS 인생샷 여행,신규 여행지 발굴,친환경 여행(플로깅 여행),등반 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001861,d001861,5박 6일,쇼핑,드라마 촬영지 방문,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a011501,a011501,1박 2일,쇼핑,Well-ness 여행,SNS 인생샷 여행,신규 여행지 발굴,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012263,d012263,2박 3일,쇼핑,종교/성지 순례,호캉스 여행,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003422,d003422,5박 6일,지역 축제/이벤트 참가,쇼핑,등반 여행,SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a014723,a014723,1박 2일,쇼핑,SNS 인생샷 여행,Well-ness 여행,신규 여행지 발굴,등반 여행,친환경 여행(플로깅 여행),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c000432,c000432,2박 3일,SNS 인생샷 여행,등반 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b000885,b000885,3박 4일,호캉스 여행,역사 유적지 방문,지역 문화예술/공연/전시시설 관람,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000914,d000914,3박 4일,SNS 인생샷 여행,신규 여행지 발굴,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004619,d004619,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d005056,d005056,2박 3일,"테마파크, 놀이시설, 동/식물원 방문",등반 여행,시티투어,"야외 스포츠, 레포츠 활동",지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c000269,c000269,2박 3일,호캉스 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004266,d004266,2박 3일,교육/체험 프로그램 참가,SNS 인생샷 여행,호캉스 여행,신규 여행지 발굴,친환경 여행(플로깅 여행),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009201,d009201,1박 2일,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,지역 문화예술/공연/전시시설 관람,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001354,d001354,4박 5일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,SNS 인생샷 여행,호캉스 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001011,d001011,6박 7일,쇼핑,SNS 인생샷 여행,호캉스 여행,"야외 스포츠, 레포츠 활동",유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c000024,c000024,3박 4일,역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000962,d000962,4박 5일,Well-ness 여행,등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b009947,b009947,2박 3일,온천/스파,호캉스 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003472,d003472,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,호캉스 여행,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001363,d001363,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001234,d001234,5박 6일,Well-ness 여행,호캉스 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001936,d001936,7박 8일,Well-ness 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001362,d001362,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",시티투어,지역 문화예술/공연/전시시설 관람,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002274,d002274,3박 4일,SNS 인생샷 여행,호캉스 여행,신규 여행지 발굴,인플루언서 따라하기 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000044,d000044,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a000317,a000317,4박 5일,SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012399,d012399,1박 2일,쇼핑,SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000017,d000017,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a001689,a001689,2박 3일,교육/체험 프로그램 참가,종교/성지 순례,Well-ness 여행,SNS 인생샷 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006917,d006917,2박 3일,SNS 인생샷 여행,Well-ness 여행,신규 여행지 발굴,친환경 여행(플로깅 여행),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012394,d012394,1박 2일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009775,d009775,1박 2일,지역 문화예술/공연/전시시설 관람,쇼핑,SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002793,d002793,1박 2일,쇼핑,시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b000962,b000962,4박 5일,신규 여행지 발굴,인플루언서 따라하기 여행,친환경 여행(플로깅 여행),캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009568,d009568,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,역사 유적지 방문,시티투어,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b011310,b011310,1박 2일,등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000276,d000276,5박 6일,쇼핑,드라마 촬영지 방문,호캉스 여행,시티투어,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
