TRAVEL_ID,TRAVELER_ID,TRAVEL_RANGE,TRAVEL_MISSION_1,TRAVEL_MISSION_2,TRAVEL_MISSION_3,TRAVEL_MISSION_4,TRAVEL_MISSION_5,TRAVEL_MISSION_6,TRAVEL_MISSION_7,TRAVEL_MISSION_8,TRAVEL_MISSION_9,TRAVEL_MISSION_10,TRAVEL_MISSION_11,TRAVEL_MISSION_12,TRAVEL_MISSION_13,TRAVEL_MISSION_14,TRAVEL_MISSION_15,TRAVEL_MISSION_16,TRAVEL_MISSION_17,TRAVEL_MISSION_18,TRAVEL_MISSION_19,TRAVEL_MISSION_20,TRAVEL_MISSION_21
d_d007816,d007816,5박 6일,SNS 인생샷 여행,호캉스 여행,신규 여행지 발굴,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001631,d001631,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003742,d003742,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,호캉스 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d011538,d011538,3박 4일,쇼핑,SNS 인생샷 여행,호캉스 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003445,d003445,3박 4일,SNS 인생샷 여행,인플루언서 따라하기 여행,유흥/오락(나이트라이프),시티투어,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a007237,a007237,1박 2일,지역 문화예술/공연/전시시설 관람,SNS 인생샷 여행,신규 여행지 발굴,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001785,d001785,3박 4일,쇼핑,등반 여행,역사 유적지 방문,지역 문화예술/공연/전시시설 관람,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a011414,a011414,2박 3일,역사 유적지 방문,역사 유적지 방문,역사 유적지 방문,역사 유적지 방문,역사 유적지 방문,역사 유적지 방문,역사 유적지 방문,역사 유적지 방문,역사 유적지 방문,역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006139,d006139,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,신규 여행지 발굴,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001521,d001521,4박 5일,쇼핑,교육/체험 프로그램 참가,드라마 촬영지 방문,"테마파크, 놀이시설, 동/식물원 방문",호캉스 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a005187,a005187,1박 2일,캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d007660,d007660,2박 3일,호캉스 여행,지역 문화예술/공연/전시시설 관람,등반 여행,쇼핑,드라마 촬영지 방문,온천/스파,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009374,d009374,2박 3일,"테마파크, 놀이시설, 동/식물원 방문",신규 여행지 발굴,SNS 인생샷 여행,인플루언서 따라하기 여행,Well-ness 여행,등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d010107,d010107,3박 4일,쇼핑,친환경 여행(플로깅 여행),드라마 촬영지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001504,d001504,1박 2일,쇼핑,시티투어,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001655,d001655,3박 4일,SNS 인생샷 여행,신규 여행지 발굴,등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003591,d003591,1박 2일,쇼핑,인플루언서 따라하기 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a015262,a015262,3박 4일,캠핑,SNS 인생샷 여행,Well-ness 여행,신규 여행지 발굴,쇼핑,인플루언서 따라하기 여행,종교/성지 순례,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006783,d006783,2박 3일,신규 여행지 발굴,반려동물 동반 여행,인플루언서 따라하기 여행,친환경 여행(플로깅 여행),등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d005637,d005637,3박 4일,SNS 인생샷 여행,호캉스 여행,신규 여행지 발굴,친환경 여행(플로깅 여행),시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000200,d000200,3박 4일,Well-ness 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c000227,c000227,3박 4일,역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003685,d003685,2박 3일,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,SNS 인생샷 여행,호캉스 여행,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000699,d000699,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003212,d003212,4박 5일,드라마 촬영지 방문,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003054,d003054,2박 3일,온천/스파,SNS 인생샷 여행,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000157,d000157,6박 7일,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d011423,d011423,3박 4일,온천/스파,SNS 인생샷 여행,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d010155,d010155,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",호캉스 여행,SNS 인생샷 여행,온천/스파,"야외 스포츠, 레포츠 활동",유흥/오락(나이트라이프),인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c003035,c003035,2박 3일,온천/스파,SNS 인생샷 여행,호캉스 여행,인플루언서 따라하기 여행,친환경 여행(플로깅 여행),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c000260,c000260,3박 4일,쇼핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012491,d012491,1박 2일,쇼핑,드라마 촬영지 방문,SNS 인생샷 여행,신규 여행지 발굴,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d010195,d010195,4박 5일,Well-ness 여행,SNS 인생샷 여행,친환경 여행(플로깅 여행),지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a002098,a002098,1박 2일,드라마 촬영지 방문,종교/성지 순례,신규 여행지 발굴,친환경 여행(플로깅 여행),역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006191,d006191,2박 3일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,호캉스 여행,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a001497,a001497,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012301,d012301,1박 2일,드라마 촬영지 방문,친환경 여행(플로깅 여행),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012272,d012272,1박 2일,SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a006666,a006666,1박 2일,교육/체험 프로그램 참가,호캉스 여행,지역 문화예술/공연/전시시설 관람,Well-ness 여행,SNS 인생샷 여행,신규 여행지 발굴,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d007863,d007863,4박 5일,온천/스파,친환경 여행(플로깅 여행),등반 여행,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000744,d000744,3박 4일,쇼핑,SNS 인생샷 여행,신규 여행지 발굴,인플루언서 따라하기 여행,친환경 여행(플로깅 여행),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000968,d000968,3박 4일,SNS 인생샷 여행,호캉스 여행,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b001152,b001152,3박 4일,쇼핑,인플루언서 따라하기 여행,친환경 여행(플로깅 여행),등반 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009147,d009147,3박 4일,쇼핑,호캉스 여행,신규 여행지 발굴,역사 유적지 방문,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002839,d002839,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",호캉스 여행,SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d005587,d005587,1박 2일,SNS 인생샷 여행,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003169,d003169,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,SNS 인생샷 여행,호캉스 여행,신규 여행지 발굴,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d007552,d007552,4박 5일,쇼핑,SNS 인생샷 여행,시티투어,"야외 스포츠, 레포츠 활동",유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001757,d001757,3박 4일,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
